CustomerID,Recency,Frequency,Monetary,Cluster,Segment
15812,107,5,1801.14,2,Regular Customers
15813,208,2,1303.9099999999999,1,At-Risk Customers
15814,17,4,1945.33,2,Regular Customers
15815,64,5,2100.6,2,Regular Customers
15819,49,4,1905.45,2,Regular Customers
15820,320,1,206.98,1,At-Risk Customers
15821,44,2,570.96,2,Regular Customers
15822,3,2,885.47,2,Regular Customers
15823,372,1,15.0,1,At-Risk Customers
15825,172,1,532.94,1,At-Risk Customers
15826,56,3,1654.31,2,Regular Customers
15827,73,14,1836.0900000000001,0,High-Value Customers
15829,99,2,636.14,1,At-Risk Customers
15830,38,1,576.0,1,At-Risk Customers
15831,58,3,794.64,2,Regular Customers
15832,254,1,836.79,1,At-Risk Customers
15834,70,4,2225.15,2,Regular Customers
15835,44,4,954.09,2,Regular Customers
15836,50,1,137.37,1,At-Risk Customers
15837,65,1,391.98,1,At-Risk Customers
15838,11,19,33643.08,0,High-Value Customers
15839,33,3,1048.49,2,Regular Customers
15840,59,2,355.56,1,At-Risk Customers
15841,73,4,1224.06,2,Regular Customers
15843,304,1,118.95000000000002,1,At-Risk Customers
15844,46,1,130.73999999999998,1,At-Risk Customers
15845,18,8,3711.77,0,High-Value Customers
15847,38,2,389.27,2,Regular Customers
15850,19,2,234.88,2,Regular Customers
15852,187,2,160.71,1,At-Risk Customers
15853,52,1,110.8,1,At-Risk Customers
15854,4,12,2969.12,0,High-Value Customers
15855,137,5,712.24,2,Regular Customers
15856,4,27,16143.64,0,High-Value Customers
15857,19,1,297.0,1,At-Risk Customers
15858,16,5,1427.57,2,Regular Customers
15860,41,8,965.16,2,Regular Customers
15861,12,8,3146.92,0,High-Value Customers
15862,8,4,832.88,2,Regular Customers
15863,26,2,68.84,1,At-Risk Customers
15864,22,6,1936.3200000000002,2,Regular Customers
15865,41,3,895.13,2,Regular Customers
15866,101,1,211.89,1,At-Risk Customers
15867,5,15,3810.14,0,High-Value Customers
15869,277,2,149.64,1,At-Risk Customers
15870,33,1,351.44,1,At-Risk Customers
15872,15,2,316.25,2,Regular Customers
15874,64,7,4405.88,0,High-Value Customers
15877,2,2,490.33,2,Regular Customers
15880,369,1,329.03000000000003,1,At-Risk Customers
15881,312,5,501.39000000000004,1,At-Risk Customers
15882,199,4,516.36,1,At-Risk Customers
15883,2,2,396.48,2,Regular Customers
15885,93,3,379.35,1,At-Risk Customers
15886,60,1,181.09,1,At-Risk Customers
15888,81,1,168.31,1,At-Risk Customers
15889,157,2,420.07,1,At-Risk Customers
15891,227,1,511.68,1,At-Risk Customers
15894,253,2,258.25,1,At-Risk Customers
15895,150,1,179.17,1,At-Risk Customers
15897,194,2,208.59,1,At-Risk Customers
15898,1,5,1383.83,0,High-Value Customers
15899,369,1,56.25,1,At-Risk Customers
15900,24,1,337.28,1,At-Risk Customers
15901,17,3,351.73,2,Regular Customers
15903,10,7,5126.76,0,High-Value Customers
15904,8,1,164.68,2,Regular Customers
15906,20,7,1567.69,2,Regular Customers
15907,4,3,882.72,2,Regular Customers
15909,174,1,191.94,1,At-Risk Customers
15910,1,8,1228.88,0,High-Value Customers
15912,178,2,264.62,1,At-Risk Customers
15916,16,8,1502.8600000000001,0,High-Value Customers
15917,248,1,123.1,1,At-Risk Customers
15918,191,2,334.23,1,At-Risk Customers
15919,20,2,525.69,2,Regular Customers
15920,154,4,167.5,1,At-Risk Customers
15921,173,1,323.03000000000003,1,At-Risk Customers
15922,373,1,369.5,1,At-Risk Customers
15923,373,1,127.08,1,At-Risk Customers
15925,194,1,207.15,1,At-Risk Customers
15930,67,1,426.63,1,At-Risk Customers
15932,4,8,2495.87,0,High-Value Customers
15933,21,3,1107.46,2,Regular Customers
15935,239,2,416.86,1,At-Risk Customers
15937,64,1,145.35,1,At-Risk Customers
15938,112,5,404.58,2,Regular Customers
15939,90,15,6115.01,0,High-Value Customers
15940,311,1,35.8,1,At-Risk Customers
15942,134,1,337.44,1,At-Risk Customers
15944,277,1,325.1,1,At-Risk Customers
15945,365,1,181.0,1,At-Risk Customers
15947,83,1,1708.24,2,Regular Customers
15948,8,2,955.24,2,Regular Customers
15949,17,2,364.72,2,Regular Customers
15950,32,4,1744.71,2,Regular Customers
15951,9,2,708.22,2,Regular Customers
15952,34,4,781.91,2,Regular Customers
15953,15,8,1657.28,0,High-Value Customers
15955,24,14,4416.26,0,High-Value Customers
15957,32,1,428.89,1,At-Risk Customers
15958,74,1,104.35,1,At-Risk Customers
15963,20,2,470.76,2,Regular Customers
15965,17,4,808.87,2,Regular Customers
15967,23,2,397.68,2,Regular Customers
15969,3,3,666.1,2,Regular Customers
15970,304,1,314.1,1,At-Risk Customers
15971,18,12,4199.85,0,High-Value Customers
15973,367,1,307.82000000000005,1,At-Risk Customers
15974,39,7,3442.15,0,High-Value Customers
15975,84,1,371.01,1,At-Risk Customers
15976,165,2,427.64,1,At-Risk Customers
15977,17,2,1054.73,2,Regular Customers
15978,77,1,1098.78,1,At-Risk Customers
15980,89,3,2398.86,2,Regular Customers
15981,25,8,3408.48,0,High-Value Customers
15983,22,4,1465.12,2,Regular Customers
15984,3,10,2780.63,0,High-Value Customers
15985,123,2,1142.42,2,Regular Customers
15986,30,1,168.12,1,At-Risk Customers
15987,12,7,1432.77,0,High-Value Customers
15988,19,1,156.78,1,At-Risk Customers
15990,44,2,792.11,2,Regular Customers
15992,4,1,41.989999999999995,1,At-Risk Customers
15993,9,7,2777.67,0,High-Value Customers
15994,55,1,414.27,1,At-Risk Customers
15996,88,6,1032.58,2,Regular Customers
15998,37,5,3080.22,2,Regular Customers
16000,3,3,12393.7,0,High-Value Customers
16003,30,5,2735.37,2,Regular Customers
16005,12,4,578.71,2,Regular Customers
16006,211,1,101.4,1,At-Risk Customers
16007,48,4,1693.81,2,Regular Customers
16008,24,3,478.78,2,Regular Customers
16009,22,4,972.11,2,Regular Customers
16010,246,3,392.4,1,At-Risk Customers
16011,8,16,3352.96,0,High-Value Customers
16012,35,3,1415.29,2,Regular Customers
16013,4,47,37130.6,0,High-Value Customers
16014,38,3,646.83,2,Regular Customers
16015,4,3,704.55,2,Regular Customers
16016,3,8,1465.51,0,High-Value Customers
16017,47,1,211.88,1,At-Risk Customers
16018,39,2,408.90000000000003,2,Regular Customers
16019,47,9,3786.2400000000002,0,High-Value Customers
16020,17,3,851.01,2,Regular Customers
16022,260,1,602.63,1,At-Risk Customers
16023,46,3,719.81,2,Regular Customers
16024,12,1,251.03,2,Regular Customers
16025,30,1,439.65999999999997,1,At-Risk Customers
16026,43,1,236.09,1,At-Risk Customers
16027,92,6,934.62,2,Regular Customers
16029,39,63,80850.84,0,High-Value Customers
16030,310,1,331.24,1,At-Risk Customers
16031,92,2,547.9,1,At-Risk Customers
16033,6,20,8778.82,0,High-Value Customers
16034,196,3,437.7,1,At-Risk Customers
16036,87,2,758.92,1,At-Risk Customers
16037,270,3,855.02,1,At-Risk Customers
16038,8,3,471.78000000000003,2,Regular Customers
16040,65,3,1313.55,2,Regular Customers
16041,31,3,3166.4,2,Regular Customers
16042,22,5,1177.47,2,Regular Customers
16043,38,4,773.99,2,Regular Customers
16045,120,4,1340.7,2,Regular Customers
16048,373,2,256.44,1,At-Risk Customers
16049,40,3,1074.81,2,Regular Customers
16050,174,1,137.9,1,At-Risk Customers
16052,54,1,362.06,1,At-Risk Customers
16053,33,2,1511.95,2,Regular Customers
16054,145,1,783.9,1,At-Risk Customers
16055,221,1,134.8,1,At-Risk Customers
16056,45,1,650.75,1,At-Risk Customers
16057,16,7,2263.12,0,High-Value Customers
16059,66,6,1453.16,2,Regular Customers
16062,10,4,1153.62,2,Regular Customers
16063,260,1,335.32,1,At-Risk Customers
16065,365,1,367.14,1,At-Risk Customers
16066,17,5,1521.04,2,Regular Customers
16070,22,2,852.15,2,Regular Customers
16071,45,1,326.24,1,At-Risk Customers
16072,288,1,584.3199999999999,1,At-Risk Customers
16073,297,1,122.39999999999999,1,At-Risk Customers
16076,3,10,2234.73,0,High-Value Customers
16078,284,1,79.2,1,At-Risk Customers
16079,17,3,1352.0,2,Regular Customers
16080,82,2,217.16,1,At-Risk Customers
16081,56,5,2799.42,2,Regular Customers
16083,101,2,1317.62,2,Regular Customers
16084,299,1,436.18,1,At-Risk Customers
16085,23,5,981.51,2,Regular Customers
16086,59,5,1121.39,2,Regular Customers
16091,155,2,315.06,1,At-Risk Customers
16092,115,3,817.86,2,Regular Customers
16093,107,1,17.0,1,At-Risk Customers
16094,12,4,1078.23,2,Regular Customers
16096,264,1,320.62,1,At-Risk Customers
16097,240,1,185.04999999999998,1,At-Risk Customers
16098,88,7,2005.63,2,Regular Customers
16099,50,3,731.9,2,Regular Customers
16101,71,1,1290.7,2,Regular Customers
16102,42,3,1842.14,2,Regular Customers
16103,7,6,1429.64,0,High-Value Customers
16104,62,1,298.21,1,At-Risk Customers
16105,249,1,336.96,1,At-Risk Customers
16106,66,1,108.38,1,At-Risk Customers
16107,18,7,3204.1600000000003,0,High-Value Customers
16108,85,1,842.5,1,At-Risk Customers
16109,219,2,611.88,1,At-Risk Customers
16110,45,3,1320.95,2,Regular Customers
16112,143,4,195.73999999999998,1,At-Risk Customers
16113,183,1,161.38,1,At-Risk Customers
16114,171,1,135.75000000000003,1,At-Risk Customers
16115,10,8,1660.8799999999999,0,High-Value Customers
16116,212,1,612.78,1,At-Risk Customers
16117,190,1,232.21,1,At-Risk Customers
16119,8,2,423.36,2,Regular Customers
16120,59,4,1309.14,2,Regular Customers
16121,57,2,854.66,2,Regular Customers
16122,73,4,684.4200000000001,2,Regular Customers
16123,52,1,307.78,1,At-Risk Customers
16124,317,1,249.0,1,At-Risk Customers
16125,367,1,289.35,1,At-Risk Customers
16126,29,4,6287.77,0,High-Value Customers
16127,39,1,656.25,2,Regular Customers
16128,18,5,1880.22,2,Regular Customers
16131,52,6,3506.54,2,Regular Customers
16133,4,33,14589.04,0,High-Value Customers
16134,22,2,618.09,2,Regular Customers
16135,263,1,517.55,1,At-Risk Customers
16136,60,3,709.38,2,Regular Customers
16139,19,3,635.41,2,Regular Customers
16140,66,2,725.18,2,Regular Customers
16141,88,1,620.4,1,At-Risk Customers
16142,250,1,535.34,1,At-Risk Customers
16143,3,6,2424.94,0,High-Value Customers
16144,247,1,175.2,1,At-Risk Customers
16145,9,11,3799.4900000000002,0,High-Value Customers
16146,157,3,734.13,1,At-Risk Customers
16147,134,1,375.0,1,At-Risk Customers
16148,296,1,76.32000000000001,1,At-Risk Customers
16149,5,2,280.52,2,Regular Customers
16150,43,5,2053.02,2,Regular Customers
16152,269,1,1829.04,1,At-Risk Customers
16153,50,5,1824.23,2,Regular Customers
16156,9,9,3092.04,0,High-Value Customers
16157,16,3,656.69,2,Regular Customers
16159,282,1,348.2,1,At-Risk Customers
16160,65,2,1025.44,2,Regular Customers
16161,2,19,5533.67,0,High-Value Customers
16162,252,1,37.4,1,At-Risk Customers
16163,232,2,856.6,1,At-Risk Customers
16164,17,3,822.48,2,Regular Customers
16168,11,27,3787.6,0,High-Value Customers
16169,8,4,1822.97,2,Regular Customers
16170,51,6,1885.05,2,Regular Customers
16171,59,1,73.2,1,At-Risk Customers
16172,95,5,1140.21,2,Regular Customers
16173,16,6,1418.32,2,Regular Customers
16174,126,3,1009.5500000000001,2,Regular Customers
16175,94,4,1037.59,2,Regular Customers
16177,50,1,331.95,1,At-Risk Customers
16178,138,1,197.9,1,At-Risk Customers
16179,61,1,215.83,1,At-Risk Customers
16180,100,8,10254.18,0,High-Value Customers
16181,73,1,305.54,1,At-Risk Customers
16182,72,4,6617.65,2,Regular Customers
16183,67,1,338.71000000000004,1,At-Risk Customers
16184,64,6,1158.79,2,Regular Customers
16185,17,2,529.41,2,Regular Customers
16186,23,12,4006.94,0,High-Value Customers
16187,32,15,6911.4400000000005,0,High-Value Customers
16188,45,4,981.86,2,Regular Customers
16189,16,2,215.48,2,Regular Customers
16190,40,1,215.08,1,At-Risk Customers
16191,3,13,5180.52,0,High-Value Customers
16193,237,1,314.45,1,At-Risk Customers
16198,75,1,400.68100000000004,1,At-Risk Customers
16200,4,2,1068.8700000000001,2,Regular Customers
16201,3,4,1863.47,0,High-Value Customers
16202,361,1,365.27,1,At-Risk Customers
16203,59,4,592.9,2,Regular Customers
16204,23,1,384.18,2,Regular Customers
16205,31,4,757.63,2,Regular Customers
16206,55,4,537.0600000000001,2,Regular Customers
16207,25,1,394.38,1,At-Risk Customers
16208,45,2,664.26,2,Regular Customers
16209,89,5,2262.62,2,Regular Customers
16210,2,18,21086.3,0,High-Value Customers
16211,89,1,547.02,1,At-Risk Customers
16212,19,2,690.34,2,Regular Customers
16213,79,1,159.0,1,At-Risk Customers
16214,171,3,1062.75,2,Regular Customers
16215,81,1,242.35,1,At-Risk Customers
16216,267,1,914.9300000000001,1,At-Risk Customers
16217,235,2,304.25,1,At-Risk Customers
16218,30,7,3084.68,0,High-Value Customers
16221,37,3,860.86,2,Regular Customers
16222,318,1,773.5500000000001,1,At-Risk Customers
16224,57,4,1295.3,2,Regular Customers
16225,45,5,1096.32,2,Regular Customers
16226,203,3,255.12,1,At-Risk Customers
16227,225,1,314.22,1,At-Risk Customers
16229,87,2,1010.6,2,Regular Customers
16230,190,2,542.03,1,At-Risk Customers
16232,44,4,990.88,2,Regular Customers
16233,71,3,536.6800000000001,2,Regular Customers
16235,41,5,867.31,2,Regular Customers
16236,78,1,432.2,1,At-Risk Customers
16239,57,2,414.2,1,At-Risk Customers
16240,24,2,3718.8,2,Regular Customers
16241,10,13,2590.31,0,High-Value Customers
16242,8,7,3579.86,0,High-Value Customers
16243,34,2,409.1,2,Regular Customers
16244,212,2,1522.75,1,At-Risk Customers
16245,24,3,1413.66,2,Regular Customers
16247,170,1,114.56,1,At-Risk Customers
16248,62,1,152.94,1,At-Risk Customers
16249,53,5,1800.07,2,Regular Customers
16250,261,2,389.44,1,At-Risk Customers
16253,67,2,3683.86,2,Regular Customers
16255,17,8,2619.91,0,High-Value Customers
16256,267,1,752.4300000000001,1,At-Risk Customers
16257,177,1,46.95,1,At-Risk Customers
16258,45,5,5203.51,0,High-Value Customers
16260,51,1,1035.45,2,Regular Customers
16261,17,4,728.54,2,Regular Customers
16265,9,9,5447.0,0,High-Value Customers
16266,74,7,861.89,2,Regular Customers
16268,71,2,667.65,2,Regular Customers
16270,353,1,1141.24,1,At-Risk Customers
16271,3,5,1404.64,0,High-Value Customers
16272,117,1,411.7,1,At-Risk Customers
16274,373,1,351.75,1,At-Risk Customers
16275,197,1,559.87,1,At-Risk Customers
16276,177,1,810.6000000000001,1,At-Risk Customers
16278,100,1,566.38,1,At-Risk Customers
16279,21,3,1502.78,2,Regular Customers
16281,72,1,2062.06,2,Regular Customers
16282,340,1,168.3,1,At-Risk Customers
16283,6,5,1570.81,2,Regular Customers
16284,31,2,812.68,2,Regular Customers
16287,170,1,142.5,1,At-Risk Customers
16292,122,1,302.25,1,At-Risk Customers
16293,22,10,2248.9900000000002,0,High-Value Customers
16295,10,4,1328.55,2,Regular Customers
16297,269,1,301.9,1,At-Risk Customers
16298,23,3,598.2,2,Regular Customers
16302,127,1,233.22,1,At-Risk Customers
16303,26,3,5360.63,2,Regular Customers
16305,139,1,361.21999999999997,1,At-Risk Customers
16306,214,6,632.27,2,Regular Customers
16308,38,4,2560.0,2,Regular Customers
16309,106,2,706.57,1,At-Risk Customers
16311,18,2,616.26,2,Regular Customers
16313,3,2,274.15000000000003,2,Regular Customers
16315,331,1,226.37,1,At-Risk Customers
16316,64,8,2938.91,0,High-Value Customers
16317,120,3,1341.65,2,Regular Customers
16318,35,1,328.15,1,At-Risk Customers
16319,218,1,404.40000000000003,1,At-Risk Customers
16320,172,2,1038.46,1,At-Risk Customers
16321,72,5,373.65000000000003,2,Regular Customers
16322,1,2,326.75,2,Regular Customers
16323,196,1,207.50000000000003,1,At-Risk Customers
16324,128,3,408.59000000000003,1,At-Risk Customers
16325,47,3,594.24,2,Regular Customers
16326,6,14,3039.2200000000003,0,High-Value Customers
16327,14,6,3820.27,0,High-Value Customers
16330,18,3,251.91,2,Regular Customers
16332,28,7,1582.8,2,Regular Customers
16333,8,22,26626.8,0,High-Value Customers
16337,37,1,151.05,1,At-Risk Customers
16338,157,1,214.79999999999998,1,At-Risk Customers
16339,284,1,94.05,1,At-Risk Customers
16340,107,1,534.31,1,At-Risk Customers
16341,25,4,1971.87,2,Regular Customers
16342,75,4,322.41,2,Regular Customers
16343,16,2,328.58,2,Regular Customers
16344,158,1,101.10000000000001,1,At-Risk Customers
16345,44,1,565.46,1,At-Risk Customers
16347,11,2,847.45,2,Regular Customers
16348,32,7,1415.65,2,Regular Customers
16349,291,1,53.5,1,At-Risk Customers
16350,21,4,1116.47,2,Regular Customers
16351,333,1,153.9,1,At-Risk Customers
16352,18,2,494.44,2,Regular Customers
16353,4,23,6675.71,0,High-Value Customers
16354,63,2,395.8,1,At-Risk Customers
16356,198,3,211.77,1,At-Risk Customers
16357,33,3,658.88,2,Regular Customers
16358,1,4,2027.5,0,High-Value Customers
16359,7,9,1750.92,0,High-Value Customers
16360,5,6,3450.41,0,High-Value Customers
16361,10,4,891.21,2,Regular Customers
16362,32,5,709.99,2,Regular Customers
16363,53,1,109.36000000000001,1,At-Risk Customers
16364,12,2,705.79,2,Regular Customers
16365,18,9,1540.42,0,High-Value Customers
16366,19,1,327.3,2,Regular Customers
16367,37,2,800.67,2,Regular Customers
16368,2,2,479.91,2,Regular Customers
16369,18,3,1545.41,2,Regular Customers
16370,82,4,1301.91,2,Regular Customers
16372,33,2,355.73,2,Regular Customers
16374,66,2,466.73,1,At-Risk Customers
16376,9,2,974.96,2,Regular Customers
16377,267,1,676.2,1,At-Risk Customers
16378,247,3,362.95,1,At-Risk Customers
16379,4,4,2157.4,0,High-Value Customers
16380,61,1,1743.1499999999999,2,Regular Customers
16383,75,2,643.76,1,At-Risk Customers
16384,90,2,584.5,1,At-Risk Customers
16385,60,3,554.86,2,Regular Customers
16386,29,2,302.57,2,Regular Customers
16387,323,1,94.36,1,At-Risk Customers
16389,53,4,1382.07,2,Regular Customers
16392,270,1,217.89,1,At-Risk Customers
16393,2,13,3040.96,0,High-Value Customers
16394,57,5,1555.34,2,Regular Customers
16395,61,5,1482.06,2,Regular Customers
16398,154,2,1705.8,2,Regular Customers
16399,19,2,408.02,2,Regular Customers
16400,95,1,303.93,1,At-Risk Customers
16401,1,12,4098.32,0,High-Value Customers
16402,265,2,293.45,1,At-Risk Customers
16403,312,1,177.5,1,At-Risk Customers
16404,70,1,443.05,1,At-Risk Customers
16405,302,2,167.25,1,At-Risk Customers
16406,19,1,154.35,1,At-Risk Customers
16407,13,10,2079.68,0,High-Value Customers
16409,36,5,2022.98,2,Regular Customers
16411,19,2,211.7,2,Regular Customers
16412,54,1,135.99,1,At-Risk Customers
16413,57,1,262.2,1,At-Risk Customers
16414,22,2,126.25,1,At-Risk Customers
16415,44,1,200.27,1,At-Risk Customers
16416,27,3,1051.4,2,Regular Customers
16418,45,3,631.12,2,Regular Customers
16419,113,6,958.71,2,Regular Customers
16422,17,51,34684.4,0,High-Value Customers
16423,25,1,346.12,1,At-Risk Customers
16424,191,1,133.56,1,At-Risk Customers
16425,302,1,302.7,1,At-Risk Customers
16426,2,10,1863.76,0,High-Value Customers
16427,263,2,241.06,1,At-Risk Customers
16429,106,1,284.55,1,At-Risk Customers
16430,57,1,300.85,1,At-Risk Customers
16431,213,3,623.28,1,At-Risk Customers
16432,64,1,287.4,1,At-Risk Customers
16433,28,1,184.26,1,At-Risk Customers
16434,29,7,1511.8,2,Regular Customers
16438,6,5,798.35,2,Regular Customers
16440,8,5,3640.67,0,High-Value Customers
16441,67,2,381.2,1,At-Risk Customers
16442,2,3,609.3,2,Regular Customers
16444,46,4,654.67,2,Regular Customers
16445,34,1,230.51,1,At-Risk Customers
16446,1,2,168472.5,0,High-Value Customers
16447,136,1,255.91,1,At-Risk Customers
16448,198,1,182.99,1,At-Risk Customers
16449,198,2,707.69,1,At-Risk Customers
16450,150,1,311.92,1,At-Risk Customers
16451,88,1,266.97,1,At-Risk Customers
16454,45,2,6.9,1,At-Risk Customers
16455,64,7,1841.18,2,Regular Customers
16456,99,5,2158.18,2,Regular Customers
16457,218,1,208.36,1,At-Risk Customers
16458,3,18,3482.7400000000002,0,High-Value Customers
16460,28,3,811.23,2,Regular Customers
16461,178,1,142.92,1,At-Risk Customers
16462,74,3,136.0,1,At-Risk Customers
16463,21,4,1422.4,2,Regular Customers
16464,20,3,1298.66,2,Regular Customers
16466,34,7,1595.96,2,Regular Customers
16468,74,1,74.9,1,At-Risk Customers
16469,24,4,625.42,2,Regular Customers
16470,52,4,752.77,2,Regular Customers
16471,275,1,223.95000000000002,1,At-Risk Customers
16473,165,3,316.11,1,At-Risk Customers
16474,7,7,1810.65,0,High-Value Customers
16475,88,4,544.3,2,Regular Customers
16477,64,7,2494.46,2,Regular Customers
16478,25,3,331.0,2,Regular Customers
16479,10,2,300.83,2,Regular Customers
16480,76,1,769.29,1,At-Risk Customers
16482,16,1,220.62,1,At-Risk Customers
16483,192,1,139.35,1,At-Risk Customers
16484,174,2,404.3,1,At-Risk Customers
16485,77,1,363.65,1,At-Risk Customers
16488,33,3,498.8,2,Regular Customers
16491,47,1,731.5,1,At-Risk Customers
16493,80,4,1351.63,2,Regular Customers
16494,297,1,826.53,1,At-Risk Customers
16495,3,3,648.26,2,Regular Customers
16496,9,3,1599.52,2,Regular Customers
16497,50,6,2965.69,2,Regular Customers
16498,161,2,100.97,1,At-Risk Customers
16499,360,2,365.45,1,At-Risk Customers
16500,5,6,400.86,2,Regular Customers
16503,107,4,1431.93,2,Regular Customers
16504,25,1,465.88,2,Regular Customers
16505,32,1,777.6,2,Regular Customers
16506,20,2,90.30000000000001,1,At-Risk Customers
16509,297,1,363.7,1,At-Risk Customers
16510,372,1,248.1,1,At-Risk Customers
16511,22,3,918.33,2,Regular Customers
16513,5,4,874.59,2,Regular Customers
16515,52,5,1624.14,2,Regular Customers
16516,30,1,101.69999999999999,1,At-Risk Customers
16517,277,1,162.7,1,At-Risk Customers
16518,61,2,484.32,1,At-Risk Customers
16519,25,2,215.07999999999998,2,Regular Customers
16520,186,3,1046.57,1,At-Risk Customers
16523,2,21,9418.470000000001,0,High-Value Customers
16525,2,26,13027.45,0,High-Value Customers
16526,172,1,290.36,1,At-Risk Customers
16527,81,1,228.06,1,At-Risk Customers
16528,4,1,244.41,2,Regular Customers
16529,190,1,455.25,1,At-Risk Customers
16531,22,7,1244.59,2,Regular Customers
16532,18,3,6748.8,2,Regular Customers
16533,19,3,1082.81,2,Regular Customers
16535,5,1,593.75,2,Regular Customers
16536,110,1,548.12,1,At-Risk Customers
16539,3,4,1388.81,2,Regular Customers
16542,54,1,119.62,1,At-Risk Customers
16545,165,1,339.3,1,At-Risk Customers
16546,291,2,787.15,1,At-Risk Customers
16549,10,10,4034.9,0,High-Value Customers
16550,109,5,2298.97,2,Regular Customers
16551,96,3,922.12,2,Regular Customers
16552,243,2,379.73,1,At-Risk Customers
16553,163,12,5719.82,0,High-Value Customers
16554,42,3,837.1,2,Regular Customers
16555,35,2,285.89,1,At-Risk Customers
16556,67,7,3313.79,2,Regular Customers
16557,24,2,281.85,2,Regular Customers
16558,1,20,8338.49,0,High-Value Customers
16560,27,2,841.41,2,Regular Customers
16561,6,2,511.12,2,Regular Customers
16563,54,1,1077.74,2,Regular Customers
16565,364,1,173.7,1,At-Risk Customers
16566,15,5,614.66,2,Regular Customers
16567,194,2,865.6,1,At-Risk Customers
16569,3,1,124.2,2,Regular Customers
16570,15,10,3738.4,0,High-Value Customers
16571,27,3,1421.69,2,Regular Customers
16572,127,3,1009.6,2,Regular Customers
16573,85,2,663.61,1,At-Risk Customers
16574,71,1,451.44,1,At-Risk Customers
16581,183,1,105.84,1,At-Risk Customers
16582,113,1,313.62,1,At-Risk Customers
16583,374,1,233.45,1,At-Risk Customers
16584,80,2,936.08,2,Regular Customers
16586,249,1,463.95,1,At-Risk Customers
16587,232,1,225.15,1,At-Risk Customers
16589,71,3,459.24,2,Regular Customers
16591,69,1,213.5,1,At-Risk Customers
16592,4,16,4113.68,0,High-Value Customers
16593,51,3,330.03,2,Regular Customers
16594,75,1,181.09,1,At-Risk Customers
16595,61,1,360.16,1,At-Risk Customers
16596,16,2,250.15,2,Regular Customers
16597,4,1,90.04,2,Regular Customers
16598,286,1,145.04999999999998,1,At-Risk Customers
16600,4,6,813.52,2,Regular Customers
16601,41,1,242.7,1,At-Risk Customers
16602,36,1,528.08,1,At-Risk Customers
16603,75,2,482.47,1,At-Risk Customers
16607,18,14,3347.71,0,High-Value Customers
16609,15,7,5493.46,0,High-Value Customers
16610,219,1,75.66,1,At-Risk Customers
16611,186,1,129.49,1,At-Risk Customers
16612,33,4,1187.66,2,Regular Customers
16613,70,1,618.59,1,At-Risk Customers
16614,183,1,506.19,1,At-Risk Customers
16616,15,2,500.42,2,Regular Customers
16617,236,1,151.85,1,At-Risk Customers
16618,31,5,2647.59,2,Regular Customers
16619,264,1,226.21,1,At-Risk Customers
16620,4,2,178.96,2,Regular Customers
16621,52,4,813.48,2,Regular Customers
16623,246,1,129.45,1,At-Risk Customers
16624,81,2,810.5699999999999,2,Regular Customers
16625,275,1,333.08,1,At-Risk Customers
16626,1,17,4413.1,0,High-Value Customers
16627,79,1,322.8,1,At-Risk Customers
16628,30,5,2188.05,2,Regular Customers
16629,74,2,408.63,1,At-Risk Customers
16633,17,6,2883.1,0,High-Value Customers
16634,223,2,217.9,1,At-Risk Customers
16637,32,4,1154.47,2,Regular Customers
16638,23,10,1680.72,0,High-Value Customers
16639,31,3,1257.51,2,Regular Customers
16641,106,1,231.10000000000002,1,At-Risk Customers
16642,5,2,688.33,2,Regular Customers
16643,246,1,487.51,1,At-Risk Customers
16644,178,2,833.78,1,At-Risk Customers
16647,170,2,214.06,1,At-Risk Customers
16648,43,1,290.65999999999997,1,At-Risk Customers
16650,72,1,518.42,1,At-Risk Customers
16652,59,7,6773.97,0,High-Value Customers
16653,16,2,1212.66,2,Regular Customers
16654,141,4,601.27,2,Regular Customers
16655,18,6,3789.52,0,High-Value Customers
16656,22,15,8625.8,0,High-Value Customers
16657,10,4,874.43,2,Regular Customers
16658,368,1,123.24,1,At-Risk Customers
16659,189,1,39.12,1,At-Risk Customers
16660,16,4,1267.6499999999999,2,Regular Customers
16665,362,1,135.39999999999998,1,At-Risk Customers
16666,19,1,118.98,1,At-Risk Customers
16667,68,2,567.1800000000001,1,At-Risk Customers
16668,15,6,306.71999999999997,2,Regular Customers
16669,24,3,1348.88,2,Regular Customers
16670,17,11,4095.9,0,High-Value Customers
16671,28,3,1692.27,2,Regular Customers
16672,2,20,8134.9400000000005,0,High-Value Customers
16674,55,2,304.24,1,At-Risk Customers
16676,34,4,1592.1200000000001,2,Regular Customers
16678,3,12,3109.99,0,High-Value Customers
16679,366,1,129.75,1,At-Risk Customers
16680,43,1,183.7,1,At-Risk Customers
16681,73,6,1770.34,2,Regular Customers
16682,5,5,1028.0,2,Regular Customers
16684,4,28,66653.56,0,High-Value Customers
16685,61,2,324.24,1,At-Risk Customers
16686,47,7,2959.88,0,High-Value Customers
16688,1,4,1260.86,0,High-Value Customers
16689,76,2,422.59999999999997,1,At-Risk Customers
16690,72,2,225.57999999999998,1,At-Risk Customers
16692,256,2,1276.0,1,At-Risk Customers
16693,69,2,477.86,1,At-Risk Customers
16696,135,4,657.9000000000001,2,Regular Customers
16697,241,1,112.75,1,At-Risk Customers
16698,227,2,1998.0,1,At-Risk Customers
16700,9,13,5076.55,0,High-Value Customers
16701,9,13,5398.3,0,High-Value Customers
16705,1,20,14034.99,0,High-Value Customers
